name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
EPIC 204221263 c,Confirmed,,,,,,,0.216,0.026,0.026,10.56103,0.0009,0.0009,,,,,,,,,,,2016,2016-06-13,,,,,,,,,,2456900.4752,0.0033,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 204221263,240.033333336,-23.189166675,11.39,,,,11.21,,,,0.28,0.04,0.04,1.07,0.05,0.05,1.1,0.09,0.09,G2V,,,,5757,60,60,,,
EPIC 211391664 b,Confirmed,0.101,0.025,0.025,,,,0.38,0.018,0.027,10.13675,0.00033,0.00033,0.0943,0.0052,0.0061,,,,89,0.7,0.5,,2016,2016-08-04,,,,,,,,,,2457145.9807,0.0012,0.0012,,,,,,,0.27,0.14,0.17,,,,9.1,2.3,2.3,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 211391664,126.488287519,11.5111444634,12.166,,,,,435,15,30,-0.2,0.1,0.1,1.074,0.042,0.042,1.311,0.048,0.083,F8V,5.2,1,1.2,6120,80,80,,,"K2-98, 2MASS 08255719+1130402"
EPIC 211418729 b,Confirmed,1.85,0.23,0.22,,,,0.942,0.032,0.02,11.39109,0.00018,0.00017,0.09309,0.00066,0.00059,0,,,89.53,0.3,0.25,,2017,2017-08-27,,,,,,,,,,2457174.49729,0.00033,0.00033,,,,,,,0.2,0.1,0.12,,,,189,21,22,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 211418729,127.882962511,11.9222639117,,,,,12.3,481,20,15,0.41,0.037,0.035,0.832,0.021,0.018,0.828,0.026,0.022,,9.9,2.3,3.2,5027,62,57,,,
EPIC 211442297 b,Confirmed,0.84,0.18,0.2,,,,1.115,0.057,0.061,20.273034,0.000036,0.000037,0.1367,0.0012,0.001,0.137,0.072,0.074,88.82,0.15,0.15,,2017,2017-08-27,104,41,52,,,,,,,2457157.15701,0.00025,0.00025,,,,,,,0.702,0.047,0.053,,,,77,17,16,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 211442297,126.553445838,12.2819361287,,,,,11.72,417,26,25,-0.22,0.035,0.036,0.831,0.023,0.019,0.881,0.049,0.05,,10.7,1.7,4.2,5560,56,58,,,
EPIC 211822797 b,Confirmed,,,,,,,0.2,0.0089,0.018,21.169619,0.001729,0.001665,,,,0.18,0.15,0.27,89.5,0.4,0.3,,2016,2016-09-07,,,,,,,,,,2457123.23803,0.0043,0.00443,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211822797,130.410354179,17.6400055736,,,,,,,,,,,,0.61,0.02,0.02,0.59,0.03,0.03,,0.8,,,3880,67,67,,,
EPIC 211913977 b,Confirmed,,,,,,,0.18,0.0089,0.0089,14.677286,0.000804,0.000828,,,,0.1,0.08,0.18,89.4,0.5,0.4,,2016,2016-09-07,,,,,,,,,,2457152.68135,0.0023,0.00223,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211913977,130.344087508,18.9338750191,,,11.16,,,,,,,,,0.8,0.06,0.06,0.73,0.03,0.03,,0.8,,,4819,45,45,,,
EPIC 211969807 b,Confirmed,,,,,,,0.17,0.018,0.0089,1.97419,0.00011,0.00011,,,,0.18,0.14,0.29,88,1.9,1.4,,2016,2016-09-07,,,,,,,,,,2457140.38117,0.00261,0.00268,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211969807,129.636754178,19.7738277988,,,,,,,,,,,,0.51,50.02,50.02,0.48,0.02,0.02,,0.8,,,3660,67,67,,,
EPIC 211970147 b,Confirmed,,,,,,,0.12,0.0089,0.0089,9.915615,0.001195,0.001209,,,,0.1,0.07,0.16,89,0.6,0.6,,2016,2016-09-07,,,,,,,,,,2457139.65518,0.00539,0.00538,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211970147,130.056045838,19.7788111362,,,,,,,,,,,,0.77,0.06,0.06,0.71,0.03,0.03,,0.8,,,4695,50,50,,,
EPIC 211990866 b,Confirmed,,,,,,,0.31,0.018,0.018,1.673916,0.000013,0.000012,,,,0.24,0.12,0.19,85.1,3.1,3.3,,2016,2016-09-07,,,,,,,,,,2457144.06723,0.00037,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC 211990866,129.601258341,20.1060638957,,,9.46,,,,,,,,,1.18,0.09,0.09,1.19,0.05,0.05,,0.8,,,6120,90,90,,,
EPIC 216468514 b,Confirmed,0.84,0.08,0.08,,,,1.44,0.15,0.15,3.31392,0.00002,0.00002,0.048,0.005,0.005,,,,81.9,0.7,0.7,,2016,2017-02-21,,,,,,,,,,2457304.5244,0.0002,0.0002,,,,,,,0.81,0.08,0.08,,,,95.5,1.3,1.3,1780,90,90,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 216468514,284.985375019,-22.2934027915,,,,,11.21,,,,0.1,0.1,0.1,1.3,0.14,0.14,1.78,0.16,0.16,F9IV,4.25,1.75,1.75,6030,120,120,,,"EPIC 216468514, 2MASS 18595649-221736"
EPIC 218916923 b,Confirmed,0.381,0.045,0.045,,,,0.812,0.03,0.03,28.38229,0.00027,0.00027,0.1811,0.0085,0.0085,0,,,89.55,0.13,0.13,,2017,2017-02-03,,,,,,,,,,2457325.81705,0.00033,0.00033,,,,,,,0.352,0.097,0.083,,,,26.9,3.2,3.2,555,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 218916923,289.066666672,-17.910555582,11.7,,,,,152,10,10,0.21,0.05,0.05,0.918,0.028,0.028,0.86,0.031,0.031,,1.8,0.3,0.3,5287,60,60,,,
EPIC 219388192 b,Confirmed,36.5,0.09,0.09,,,,0.937,0.042,0.042,5.292569,0.000026,0.000026,0.0593,0.0029,0.0029,0.1929,0.0019,0.0019,90,0.7,0,,2016,2016-10-28,345.9,1,1,,,,,,,2457346.32942,0.00011,0.00011,,,,,,,0,0,15,,,,4267,12,12,1164,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 219388192,289.391666678,-16.871666688,12.5,,,,,300,24,24,0.03,0.08,0.08,0.99,0.05,0.05,1.01,0.04,0.04,G,3.9,1.9,1.9,5850,85,85,,,2MASS J19173402-1652177
EPIC 220504338,Confirmed,1.28,0.12,0.12,,,,0.91,0.07,0.1,5.817712,0.00004,0.00004,0.0575,0.0057,0.0074,0,,,86.44,0.042,0.54,,2016,2016-11-24,,,,,,,,,,2457392.88588,0.00032,0.00032,,,,,,,,,,,,,143.56,12.9,12.3,1000,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 220504338,19.450000016,6.702222238,13.68,,,,,553.4,43,59,0.18,0.062,0.062,1.007,0.039,0.049,1.047,0.08,0.11,G,5.9,3.4,2.7,5627,88,88,,,
EPIC 228735255 b,Confirmed,1.019,0.07,0.07,,,,1.095,0.018,0.018,6.5693,0.00002,0.000017,0.0591,0.0034,0.0034,0.12,0.046,0.056,88.51,0.53,0.69,,2017,2017-06-25,98.88,4.16,3.85,,,,,,,2457588.2838,0.00014,0.00014,,,,,,,0.33,0.14,0.14,,,,0.1112,0.0073,0.0076,1114,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,EPIC 228735255,188.137333344,-9.607638907,12.6,,,,,340.24,11.58,11.58,0.12,0.045,0.045,1.005,0.02,0.021,0.987,0.011,0.011,G5,4.22,0.95,0.95,5654,55,55,,,2MASS J12323296-0936274
EPIC 228754001 b,Confirmed,0.495,0.0063,0.0068,,,,1.089,0.006,0.006,9.1708,0.0025,0.0025,0.0916,0.0006,0.0006,0.29,0.049,0.049,77.56,0.51,0.47,,2017,2017-07-12,82.6,4.2,4,,,,2457608.5289,0.0087,0.0087,,,,,,,,,,,,,,,,43,1.8,1.8,1586,10,10,,,,,,,Published in a refereed paper,Primary Transit,,,,,EPIC 228754001,182.16641668,-8.7471750257,,,,,,,,,-0.11,0.05,0.05,1.19,0.04,0.04,4.11,0.05,0.05,K,5.5,0.4,0.4,4878,70,70,,,
EPIC-206011691 b,Confirmed,,,,,,,0.142,0.039,0.037,9.32414,0.00063,0.00059,0.0731,0.0067,0.0057,,,,88.3,1.1,1.3,,2015,2015-08-28,,,,,,,,,,2456989.4239,0.002,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC-206011691,340.303708338,-14.4889861253,12.85,,,,9.4,65,6,6,-0.11,0.13,0.13,0.64,0.11,0.11,0.6,0.1,0.1,M0,,,,4043,375,375,,,2MASS 22411288-1429202
EPIC-206011691 c,Confirmed,,,,,,,0.171,0.046,0.04818,15.5012,0.00099,0.00093,0.1026,0.0094,0.0079,,,,89.08,0.75,0.63,,2015,2015-08-28,,,,,,,,,,2456988.4708,0.0017,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC-206011691,340.303708338,-14.4889861253,12.85,,,,9.4,65,6,6,-0.11,0.13,0.13,0.64,0.11,0.11,0.6,0.1,0.1,M0,,,,4043,375,375,,,2MASS 22411288-1429202
EPIC-210490365 b,Confirmed,,,,,,,0.306,0.028,0.085,3.484552,0.000037,0.000031,,,,0.27,0.21,0.16,88.32,0.7,1.16,,2015,2015-12-10,62.1,39,45,,,,,,,2457062.57935,0.00024,0.00049,,,,,,,0.6,0.42,0.29,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,EPIC-210490365,63.275000002,15.247777794,15.88,,,,,45.7,3.3,3.3,0.15,0.03,0.03,0.294,0.021,0.021,0.295,0.02,0.02,M4.5,,,,3180,60,60,,,2MASS J04130560+1514520
GJ 1132 b,Confirmed,0.0051,0.0017,0.0017,0.0051,0.0017,0.0017,0.103,0.0098,0.0098,1.62893,0.000031,0.000031,0.0154,0.0015,0.0015,0,,,,,,,2015,2016-07-15,,,,,,,,,,2457184.55786,0.00032,0.00032,,,,,,,0.38,0.14,0.14,,,,2.76,0.92,0.92,580,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,GJ 1132,153.716666684,-47.156666675,13.5,,,,,12.04,0.24,0.24,-0.12,0.15,0.15,0.181,0.019,0.019,0.207,0.016,0.016,M3.5,5,0,10,3270,140,140,,,
GJ 1214 b,Confirmed,0.0203253312,0.0031148727,0.0031148727,,,,0.2382018703,1.0705702035,1.0705702035,1.58040482,0.00000018,0.00000018,0.01411,0.00032,0.00032,0.27,0.27,0,88.17,0.54,0.54,0.001077,2009,2014-05-21,,,,,,,,,,2455391.65402,0.000028,0.000028,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,GJ 1214,258.8291667,4.9638889,14.71,,,,,13,,,0.39,0.15,0.15,0.15,0.011,0.011,0.216,0.012,0.012,M,6,3,3,3026,150,150,,,
GJ 3470 b,Confirmed,0.0437533293,0.0051393167,0.0051453126,0.0437340717,0.0051285278,0.0051285278,0.3738074294,0.0526363683,0.0526363683,3.33671,0.00005,0.00005,0.03557,0.001,0.001,,,,88.3,0.5,0.5,,2012,2013-11-05,,,,,,,,,,2456090.4769,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,GJ 3470,119.775,15.3916667,12.27,,,,,29.28,1.7,2.1,0.2,0.1,0.1,0.539,0.047,0.047,0.55,0.012,0.012,M1.5,1,0.7,0.7,3600,100,100,,,
GJ 436 b,Confirmed,0.07,0.0052,0.0052,0.07,0.0052,0.0052,0.38,,,2.64394,9.85041E-05,9.85041E-05,0.02887,0.00095,0.00095,0.1912,0.0571,0.0449,85.8,0.25,0.25,0.00283,2004,2017-02-10,354.4,15.3,15.3,2452992.1,,,,,,2454221.61588,0.00012,0.00012,,,,,,,,,,,,,18.07,1.03,1.03,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,,,GJ 436,175.5458333,26.7063889,10.68,,,,,10.2,,,-0.32,0.12,0.12,0.452,0.012,0.012,0.464,0.011,0.011,M2.5,6,5,5,3684,55,55,,,
GJ 9827 b,Confirmed,0.0134,0.0016,0.0016,,,,0.146,0.018,0.018,1.208957,0.000013,0.000013,0.02,0.002,0.002,,,,85.8,1,1,,2017,2017-09-08,,,,,,,,,,2457738.82671,0.00047,0.00047,,,,,,,0.57,0.013,0.013,,,,,,,1043.5,36,36,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,GJ 9827,352.104166695,-1.286388897,10.4,,,,,30.3,1.6,1.6,-0.28,0.12,0.12,0.659,0.06,0.06,0.651,0.065,0.065,K6V,,,,4255,110,110,,,
GJ 9827 c,Confirmed,0.00827,0.0031,0.005,,,,0.115,0.015,0.015,3.64802,0.0001,0.0001,0.042,0.003,0.003,,,,87.8,0.57,0.57,,2017,2017-09-08,,,,,,,,,,2457738.55194,0.0014,0.0014,,,,,,,0.53,0.14,0.14,,,,,,,721.9,25,25,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,GJ 9827,352.104166695,-1.286388897,10.4,,,,,30.3,1.6,1.6,-0.28,0.12,0.12,0.659,0.06,0.06,0.651,0.065,0.065,K6V,,,,4255,110,110,,,
GJ 9827 d,Confirmed,0.0167,0.0019,0.0022,,,,0.186,0.027,0.027,6.20141,0.00013,0.00013,0.06,0.005,0.005,,,,87.39,0.23,0.23,,2017,2017-09-08,,,,,,,,,,2457740.96099,0.00085,0.00085,,,,,,,0.91,0.09,0.09,,,,,,,604.9,20,20,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,GJ 9827,352.104166695,-1.286388897,10.4,,,,,30.3,1.6,1.6,-0.28,0.12,0.12,0.659,0.06,0.06,0.651,0.065,0.065,K6V,,,,4255,110,110,,,
HAT-36 b,Confirmed,2.79,0.4,0.4,,,,1.263,0.045,0.045,4.1752379,0.0000021,0.0000021,0.0529,0.0011,0.0011,0.294,0.294,0,87.57,0.36,0.36,,2017,2017-06-29,,,,,,,2457289.41121,0.000069,0.000069,,,,,,,,,,0.406,0.57,0.44,,,,324,45,45,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-36,291.478500018,-23.202777784,14.386,,,,,977,42,42,0.13,0.1,0.1,1.135,0.067,0.067,1.186,0.036,0.036,G0V,3.4,1.4,1.9,5970,160,160,,,"2MASS 19255488-2312100, EPIC 215969174"
HAT-P-1 b,Confirmed,0.525,0.019,0.019,,,,1.319,0.019,0.019,4.46529976,0.00000055,0.00000055,0.05561,0.00083,0.00083,0.067,inf,nan,85.634,0.056,0.056,0.000398,2006,2015-04-30,360,,,,,,,,,2453979.93202,0.00024,0.00024,,,,,,,,,,,,,,,,1322,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-1,344.4458333,38.675,10.4,,,,,139,20,20,0.13,0.008,0.008,1.151,0.052,0.052,1.174,0.03,0.03,GOV,3.6,,,5980,49,49,,,
HAT-P-11 b,Confirmed,0.0824340056,0.0089985212,0.0089985212,,,,0.4219830886,1.3382127544,1.3382127544,4.887802443,0.00000003,0.00000003,0.053,0.0008,0.0008,0.265,0.0009,0.0003,89.05,0.09,0.15,0.001395,2009,2016-11-02,198,0.094,0.2,,,,,,,2454605.89132,0.00032,0.00032,,,,,,,0.209,0.032,0.019,,,,,,,750,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-11,297.7083333,48.0808333,9.59,,,,,38,1.3,1.3,0.31,0.05,0.05,0.81,0.03,0.03,0.75,0.02,0.02,K4,6.5,4.1,4.1,4780,50,50,,,
HAT-P-12 b,Confirmed,0.2104898845,0.0131831482,0.0131831482,,,,0.9545917648,0.0205192622,2.8548538761,3.2130598,0.0000021,0.0000021,0.0384,0.0003,0.0003,0,,,,,,0.000269,2009,2014-05-21,,,,,,,,,,2454419.19556,0.0002,0.0002,,,,,,,,,,,,,,,,,,,1000,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-12,209.3916667,43.4936111,12.84,,,,,142.5,3.3,3.3,-0.29,0.05,0.05,0.73,0.02,0.02,0.7,0.01,0.01,,2.5,2,2,4650,60,60,,,
HAT-P-13 b,Confirmed,0.85,0.038,0.038,,,,1.28,0.079,0.079,2.916243,0.000003,0.000003,0.0426,0.0012,0.0012,0.0142,0.0044,0.0044,83.3,0.62,0.62,0.000199,2009,2017-01-05,223,38,38,,,,,,,2455176.5388,0.00034,0.00034,2454779.93106,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-13,129.8833333,47.3519444,10.62,,,,,214,12,12,0.43,0.08,0.08,1.22,0.1,0.1,1.56,0.08,0.08,G4,5,0.8,0.8,5638,90,90,,,
HAT-P-14 b,Confirmed,2.2,0.04,0.04,,,,1.2,0.04,0.04,4.627657,0.000005,0.000005,0.0594,0.0004,0.0004,0.095,0.011,0.011,83.2,0.2,0.2,0.00029,2010,2017-01-17,99,4,4,,,,,,,2455134.43856,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-14,260.1166667,38.2422222,9.98,,,,,205,11,11,0.11,0.08,0.08,1.386,0.045,0.045,1.468,0.054,0.054,F,1.3,0.4,0.4,6600,90,90,,,
HAT-P-15 b,Confirmed,1.946,0.066,0.066,,,,1.072,0.043,0.043,10.863502,27,27,0.0964,0.0014,0.0014,0.19,0.019,0.019,89.1,0.2,0.2,0.000507,2010,2010-05-31,262,1,1,,,,,,,2454638.56019,0.00048,0.00048,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-15,66.25,39.4605556,12.16,,,,,190,8,8,0.22,0.08,0.08,1.013,0.043,0.043,1.08,0.043,0.043,G5,6.8,1.6,1.6,5568,90,90,,,
HAT-P-16 b,Confirmed,4.193,0.094,0.094,,,,1.289,0.066,0.066,2.77596,0.000003,0.000003,0.0413,0.0004,0.0004,0.036,0.004,0.004,86.6,0.7,0.7,0.000176,2010,2013-07-22,214,8,8,,,,,,,2455027.59293,0.00031,0.00031,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-16,9.575,42.4630556,10.8,,,,,235,10,10,0.17,0.08,0.08,1.218,0.039,0.039,1.237,0.054,0.054,F8,2,0.8,0.8,6158,80,80,,,
HAT-P-17 b,Confirmed,0.534,0.018,0.018,,,,1.01,,,10.338523,,,0.0882,,,0.346,,,89.2,,,0.00098,2010,2013-05-31,201,,,,,,,,,2454804.246,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-17,324.5375,30.4886111,10.54,,,,,90,3,3,0,,,0.857,0.039,0.039,0.837,,,K,7.8,,,5246,,,,,
HAT-P-18 b,Confirmed,0.183,0.032,0.034,,,,0.947,0.044,0.044,5.508029,0.0000042,0.0000042,0.0559,0.0007,0.0007,0.106,0.084,0.15,88.79,0.21,0.21,0.000337,2010,2015-11-12,120,56,56,,,,,,,2454715.02254,0.00039,0.00039,2454717.65,0.13,0.13,132,15,15,0.324,0.057,0.057,,,,,,,841,,,,,,,,2.734,Published in a refereed paper,Primary Transit,,,,,HAT-P-18,256.35,33.0125,12.76,,,,,166,9,9,0.1,8,8,0.77,0.031,0.031,0.717,0.026,0.026,K,12.4,6.4,6.4,4870,50,50,,,
HAT-P-19 b,Confirmed,0.292,0.018,0.018,,,,1.132,0.072,0.072,4.008784,0.0000007,0.0000007,0.0466,0.0008,0.0008,0.067,0.042,0.042,88.51,0.22,0.22,0.000217,2010,2015-08-26,256,77,77,,,,,,,2455091.535,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-19,9.5166667,34.7116667,12.9,,,,,215,15,15,0.23,0.08,0.08,0.842,0.042,0.042,0.82,0.048,0.048,K,8.8,5.2,5.2,4990,130,130,,,
HAT-P-2 b,Confirmed,8.74,0.26,0.26,,,,0.951,0.053,0.053,5.6334729,0.0000061,0.0000061,0.0674,0.00081,0.00081,0.5171,0.0033,0.0033,90,0.93,0.93,0.000571,2007,2012-09-20,185.22,0.95,0.95,2454213.4794,0.003,0.003,,,,2454387.49375,0.00074,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-2,245.15,41.0480556,8.71,,,,,118,8,8,0.04,0.05,0.05,1.34,0.09,0.09,1.54,0.12,0.12,F8,2.7,0.5,0.5,6414,51,51,,,
HAT-P-20 b,Confirmed,7.246,0.187,0.187,,,,0.867,0.033,0.033,2.875317,0.000004,0.000004,0.0361,0.0005,0.0005,0.015,0.0005,0.0005,81.9,0.1,0.1,0.000516,2010,2017-02-13,317,130,130,,,,,,,2456708.35626,0.000088,0.000088,,,,172,6.9,6.9,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-20,111.9166667,24.3363889,11.34,,,,,70,3,3,0.35,0.08,0.08,0.756,0.028,0.028,0.694,0.21,0.21,K7,6.7,3.8,3.8,4595,80,80,,,
HAT-P-21 b,Confirmed,4.063,0.161,0.161,,,,1.024,0.092,0.092,4.124461,0.000007,0.000007,0.0494,0.0007,0.0007,0.228,0.016,0.016,87.2,0.7,0.7,0.000194,2010,2014-09-28,300,3,3,,,,,,,2454996.41312,0.00069,0.00069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-21,171.275,41.0280556,11.46,,,,,254,19,19,0.01,0.08,0.08,0.947,0.042,0.042,1.105,0.083,0.083,G3,10.2,2.5,2.5,5588,80,80,,,
HAT-P-22 b,Confirmed,2.147,0.061,0.061,,,,1.08,0.058,0.058,3.21222,0.000009,0.000009,0.0414,0.0005,0.0005,0.016,0.009,0.009,73.6,3.7,3.7,0.000505,2010,2015-08-20,156,66,66,,,,,,,2456706.58936,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-22,155.6833333,50.1283333,9.73,,,,,82,3,3,0.24,0.08,0.08,0.916,0.035,0.035,1.04,0.044,0.044,G5,12.4,2.6,2.6,5302,80,80,,,
HAT-P-23 b,Confirmed,2.09,0.11,0.11,,,,1.368,0.09,0.09,1.212884,0.00002,0.00002,0.0232,0.0002,0.0002,0.106,0.044,0.044,85.1,1.5,1.5,0.000059,2010,2011-05-20,118,25,25,,,,,,,2454852.26464,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-23,306.125,16.7622222,11.94,,,,,393,25,25,0.16,0.03,0.03,1.13,0.05,0.05,1.29,0.05,0.05,G5,4,1,1,5924,30,30,,,
HAT-P-24 b,Confirmed,0.685,0.033,0.033,,,,1.242,0.067,0.067,3.35524,0.000007,0.000007,0.0465,0.0006,0.0006,0.067,0.024,0.024,88.6,0.7,0.7,0.000152,2010,2012-07-05,197,36,36,,,,,,,2455216.97667,0.00028,0.00028,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-24,108.825,14.2622222,11.82,,,,,306,20,20,-0.16,0.08,0.08,1.191,0.042,0.042,1.317,0.068,0.068,F8,2.8,0.6,0.6,6373,80,80,,,
HAT-P-25 b,Confirmed,0.567,,,,,,1.19,,,3.652836,,,0.0466,,,0.032,,,87.6,,,0.000157,2010,2013-05-31,271,,,,,,,,,2455176.85173,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-25,48.4375,25.1975,13.19,,,,,297,13,13,0.31,0.08,0.08,1.01,0.032,0.032,0.959,0.037,0.037,G5,3.2,2.3,2.3,5500,80,80,,,
HAT-P-26 b,Confirmed,0.0585218513,0.0071736463,0.0071736463,,,,0.5647257824,0.0517442265,0.0517442265,4.234516,0.000015,0.000015,0.0479,0.0006,0.0006,0.124,0.06,0.06,88.6,0.9,0.9,0.000357,2010,2017-07-04,54,165,165,,,,,,,2455304.65122,0.00035,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-26,213.156404179,4.0600361201,11.74,,,,,134,8,8,-0.04,0.08,0.08,0.816,0.033,0.033,0.788,0.043,0.043,K1,9,4.9,4.9,5079,88,88,,,
HAT-P-27-WASP-40 b,Confirmed,0.66,0.033,0.033,,,,1.055,0.036,0.036,3.0395803,0.0000015,0.0000015,0.0403,0.0005,0.0005,0.078,0.047,0.047,85.08,0.07,0.07,0.000198,2011,2015-08-26,63,64,64,,,,,,,2455186.01991,0.00044,0.00044,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-27-WASP-40,222.7666667,5.9472222,12.21,,,,,204,14,14,0.29,0.1,0.1,0.945,0.035,0.035,0.898,0.039,0.039,G8,4.4,2.6,2.6,5300,90,90,,,
HAT-P-28 b,Confirmed,0.626,0.037,0.037,,,,1.212,0.082,0.113,3.257215,0.000007,0.000007,0.0434,0.0007,0.0007,0.051,0.033,0.033,88,0.9,0.9,0.00011,2011,2014-05-25,233,90,90,,,,,,,2455417.59832,0.00053,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-28,13,34.7283333,13.03,,,,,395,26,26,0.12,0.08,0.08,1.025,0.047,0.047,1.103,0.069,0.069,G3,6.1,1.9,1.9,5680,90,90,,,
