name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 23079 b,Confirmed,2.45,0.21,0.21,2.45,0.21,0.21,,,,730.6,5.7,5.7,1.596,0.093,0.093,0.102,0.031,0.031,,,,0.043103,2001,2016-01-21,55,17,17,2450492,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 23079,54.9291667,-52.9158333,7.1,,,,,34.8,,,-0.24,,,1.1,0.15,0.15,1.13,,,F8/G0 V,6.53,,,5848,,,,,
HD 23127 b,Confirmed,1.5,0.2,0.2,1.5,0.2,0.2,,,,1214,9,9,2.4,0.3,0.3,0.44,0.07,0.07,,,,0.026936,2007,2016-01-14,190,6,6,2450229,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 23127,54.85,-60.0777778,8.58,,,,,89.1,,,0.34,,,1.13,,,,,,G2V,7.1,,,5927,,,,,
HD 231701 b,Confirmed,1.08,,,1.08,,,,,,141.89,0.15,0.15,0.53,,,0.096,0.069,0.069,,,,0.004889,2007,2016-02-02,54.4,3.69,3.69,2454885.141,1.422,1.422,,,,,,,,,,,,,,,,,,,39.06,2.64,2.64,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 231701,293.0166667,16.4741667,8.97,,,,,108.4,,,0.07,0.03,0.03,1.14,0.08,0.08,1.35,0.2,0.2,F8V,4.9,1.3,1.3,6208,44,44,,,
HD 233604 b,Confirmed,6.575,,,6.575,,,,,,192,0.22,0.22,0.747,,,0.05,0.03,0.03,,,,,2013,2013-04-30,281,83,83,2453022,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 233604,137.4542,53.5681,10.41,,,,,,,,-0.36,0.04,0.04,1.5,0.3,0.3,10.9,0.6,0.6,K5,2.4,1.8,1.8,4791,45,45,,,
HD 23596 b,Confirmed,8.1,,,8.1,,,,,,1565,21,21,2.88,,,0.292,0.023,0.023,,,,0.055385,2002,2010-12-30,274.1,3.9,3.9,2451604,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 23596,57,40.5305556,7.24,,,,,52,,,0.32,,,1.27,0.04,0.04,2.09,0.24,0.24,F8,6.89,,,5888,,,,,
HD 240210 b,Confirmed,6.9,,,6.9,,,,,,501.75,2.33,2.33,1.33,,,0.15,0.02,0.02,,,,0.009301,2009,2014-08-27,277.49,7.77,7.77,2454487.38,10.93,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 240210,347.6208333,57.0294444,8.33,,,,,143,53,53,-0.18,0.12,0.12,1.25,0.25,0.25,,,,K3III,,,,4290,13,13,,,
HD 240237 b,Confirmed,5.3,,,5.3,,,,,,745.7,13.8,13.8,1.9,,,0.4,0.1,0.1,,,,0.001267,2010,2011-10-11,108.1,21.8,21.8,44292,28.3,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 240237,348.925,58.0433333,8.19,,,,,1500,,,-0.26,0.07,0.07,1.69,0.42,0.42,32,1,1,K2III,,,,4361,10,10,,,
HD 24040 b,Confirmed,4.01,0.49,0.49,4.01,0.49,0.49,,,,3668,170,170,4.92,0.38,0.38,0.04,0.06,0.06,,,,0.105784,2006,2012-05-25,154,54,54,2454308,839,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 24040,57.5958333,17.4763889,7.52,,,,,46.51,2.3,2.3,0.206,0.03,0.03,1.18,,,,,,G0,6.68,1.52,1.52,5853,44,44,,,
HD 24064 b,Confirmed,9.4,1.3,1.3,9.4,1.3,1.3,,,,555.6,3,3,1.29,0.05,0.05,0.35,0.08,0.08,,,,,2015,2015-10-01,250.8,6.3,6.3,2455278.3,11.8,11.8,,,,,,,,,,,,,,,,,,,251,9.3,9.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24064,59.150000012,74.080000012,6.75,,,,,264.4,31.2,31.2,-0.49,0.06,0.06,1,0.1,0.1,38,2.9,2.9,K0,9,2.1,2.1,4052.5,22.5,22.5,,,
HD 25171 b,Confirmed,0.95,0.1,0.1,0.95,0.1,0.1,,,,1845,15,15,3.02,0.16,0.16,0.08,0.06,0.06,,,,0.054909,2010,2010-12-20,96,89,89,55301,449,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 25171,58.9541667,-65.1866667,7.79,,,,,55,1.5,1.5,-0.11,0.044,0.044,1.09,0.3,0.3,1.18,0.04,0.04,F8V,2,1.6,1.6,6160,65,65,,,
HD 2638 b,Confirmed,0.48,,,0.48,,,1.04,,,3.43752,0.008239,0.008239,0.044,,,0.0407,0.0351,0.0407,,,,0.000819,2005,2016-09-03,126.9,78.6,78.6,2453323.282,,,,,,,,,,,,,,,,,,53323.206,0.002,0.002,66.26,2.83,2.83,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 2638,7.4958333,-5.7638889,9.44,,,,,53.71,,,0.16,0.05,0.05,0.93,,,,,,G5,3,,,5192,38,38,,,
HD 27442 b,Confirmed,1.35,0.11,0.11,1.35,0.11,0.11,,,,415.2,0.5,0.5,1.16,0.11,0.11,0.058,0.05,0.05,,,,0.064088,2000,2011-04-08,347,20,20,2451849.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27442,64.1208333,-59.3019444,4.44,,,,,18.1,,,0.22,,,1.2,0.1,0.1,6.6,,,K2 IV a,7.15,,,4749,50,50,,,
HD 27631 b,Confirmed,1.45,0.14,0.14,1.45,0.14,0.14,,,,2208,66,66,3.25,0.07,0.07,0.12,0.06,0.06,,,,,2011,2012-11-29,134,44,44,2453867,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 27631,64.9375,-41.9602778,8.25,,,,,45.5,1.5,1.5,,,,,,,,,,G3IV,,,,,,,,,
HD 27894 b,Confirmed,0.665,0.007,0.009,0.665,0.007,0.009,,,,18.02,0.02,0.01,0.125,0.0001,0.0001,0.047,0.008,0.012,,,,0.002879,2005,2017-06-25,132.2,15.2,2.8,53275.46,0.48,0.48,,,,,,,,,,,,,,,,,,,59.8,0.59,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 27894 c,Confirmed,0.162,0.04,0.011,0.162,0.04,0.011,,,,36.07,0.09,0.26,0.198,0.001,0.001,0.015,0.002,0.02,,,,,2017,2017-06-25,44.2,7.5,11,,,,,,,,,,,,,,,,,,,,,,11.57,2.89,2.79,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 27894 d,Confirmed,5.415,1.214,0.239,5.415,1.214,0.239,,,,5174,82,171,5.448,0.058,0.119,0.389,0.03,0.087,,,,,2017,2017-06-25,353.9,3.1,12.3,,,,,,,,,,,,,,,,,,,,,,79.76,15.03,2.62,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875,81,81,,,
HD 28185 b,Confirmed,5.7,,,5.7,,,,,,383,2,2,1.03,,,0.07,0.04,0.04,,,,0.026142,2001,2010-12-20,351,25,25,51853,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 28185,66.6083333,-10.5505556,7.81,,,,,39.4,,,0.24,,,1.24,,,1.03,,,G5,5.36,,,5482,,,,,
HD 28254 b,Confirmed,1.16,0.06,0.1,1.16,0.06,0.1,,,,1116,26,26,2.15,0.05,0.05,0.81,0.02,0.02,,,,0.038256,2009,2010-09-08,301,4,4,4049,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 28254,66.2125,-50.6222222,7.71,,,,,56.2,2,2,0.36,0.03,0.03,1.06,,,1.48,0.06,0.06,G1IV/V,,,,5664,35,35,,,
HD 283668 b,Confirmed,53.4,4,4,53.4,4,4,,,,2558,8,8,3.3,0.11,0.11,0.577,0.011,0.011,,,,,2016,2016-02-10,265.4,1.2,1.2,2457401,9,9,,,,,,,,,,,,,,,,,,,1243,25,25,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 283668,66.970833351,24.44472224,9.44,,,,,42.3,,,-0.75,0.12,0.12,0.68,0.06,0.06,,,,,,,,4845,66,66,,,
HD 285507 b,Confirmed,0.917,0.033,0.033,0.917,0.033,0.033,,,,6.0881,0.0018,0.0018,0.0729,0.003,0.003,0.086,0.019,0.019,,,,,2013,2015-06-14,182,11,11,2456263.121,0.029,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 285507,61.754166667,15.335000008,10.5,,,,,41.3,3,3,0.13,0.01,0.01,0.734,0.034,0.034,0.656,0.034,0.034,K5,0.625,50,50,4503,85,61,,,
HD 28678 b,Confirmed,1.7,0.1,0.1,1.7,0.1,0.1,,,,387.1,4.2,4.2,1.24,0.03,0.03,0.168,0.068,0.068,,,,0.005463,2011,2011-09-02,131,30,30,2455517,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 28678,67.8541667,4.5752778,8.54,,,,,227,48,48,-0.11,0.03,0.03,1.74,0.12,0.12,6.2,0.1,0.1,K0D,1.8,0.7,0.7,5076,44,44,,,
HD 29021 b,Confirmed,2.4,0.2,0.2,2.4,0.2,0.2,,,,1362.3,4,4.6,2.28,0.08,0.07,0.459,0.008,0.008,,,,,2017,2017-06-29,,,,2455823.9,5.7,6.1,,,,,,,,,,,,,,,,,,,56.4,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 29021,69.4675000174,60.6761944654,7.76,,,,,30.6,0.4,0.4,-0.24,0.02,0.02,0.85,0.08,0.08,0.85,0.09,0.09,G5,7.4,3.1,3.1,5560,45,45,,,2MASS J04375221+6040344
HD 290327 b,Confirmed,2.54,0.14,0.17,2.54,0.14,0.17,,,,2443,117,117,3.43,0.12,0.12,0.08,0.03,0.03,,,,0.062477,2009,2010-09-08,268,19,19,5326,412,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 290327,80.8416667,-2.2775,8.96,,,,,54.9,4.3,4.3,-0.11,0.02,0.02,0.9,,,1,0.01,0.01,G8V,,,,5552,21,21,,,
HD 2952 b,Confirmed,1.6,,,1.6,,,,,,311.6,1.9,1.7,1.2,,,0.129,0.085,0.099,,,,,2013,2014-05-25,64,48,56,2450112,54,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 2952,8.2917,54.895,5.93,,,,,115.2,9,9,0,0.04,0.04,2.54,0.09,0.12,12.02,1.06,1.16,K0III,,,,4844,20,20,,,
HD 30177 b,Confirmed,8.07,0.12,0.12,8.07,0.12,0.12,,,,2532.5,10.6,10.6,3.58,0.01,0.01,0.18,0.014,0.014,,,,,2002,2016-12-08,32,4,4,2451428,26,26,,,,,,,,,,,,,,,,,,,126.1,1.9,1.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30177,70.475,-58.0205556,8.41,,,,,54.7,2.3,2.3,0.33,0.05,0.05,1.05,0.08,0.08,1.12,,,G8 V,11.6,2.2,1.8,5580,12,12,,,
HD 30177 c,Confirmed,3,0.3,0.3,3,0.3,0.3,,,,6921,621,621,6.99,0.42,0.42,0.35,0.1,0.1,,,,,2016,2016-12-09,11,13,13,2451661,573,573,,,,,,,,,,,,,,,,,,,35.8,3.4,3.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30177,70.475,-58.0205556,8.41,,,,,54.7,2.3,2.3,0.33,0.05,0.05,1.05,0.08,0.08,1.12,,,G8 V,11.6,2.2,1.8,5580,12,12,,,
HD 30562 b,Confirmed,1.29,0.08,0.08,1.29,0.08,0.08,,,,1157,27,27,2.3,0.02,0.02,0.76,0.05,0.05,,,,0.086792,2009,2009-09-25,81,10,10,10131.5,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 30562,72.15,-5.6741667,5.77,,,,,26.5,,,0.243,0.04,0.04,1.219,0.04,0.04,1.637,0.06,0.06,F8V,4,,,5861,44,44,,,
HD 30669 b,Confirmed,0.47,0.06,0.06,0.47,0.06,0.06,,,,1684,61,61,2.69,0.08,0.08,0.18,0.15,0.15,,,,,2014,2015-06-14,82,43,36,2457181,101,1385,,,,,,,,,,,,,,,,,,,8.6,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30669,72.120833343,-28.419166677,9.11,,,,,57,3.9,3.9,0.13,0.06,0.06,0.92,0.03,0.03,0.91,0.04,0.04,G9V,4.8,4,4,5400,74,74,,,
HD 30856 b,Confirmed,1.8,0.2,0.2,1.8,0.2,0.2,,,,912,41,41,2,0.08,0.08,0.24,inf,nan,,,,0.016935,2011,2011-09-02,180,60,60,2455260,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 30856,72.575,-24.3688889,8.07,,,,,118.1,9.9,9.9,-0.06,0.03,0.03,1.35,0.094,0.094,4.2,0.1,0.1,K0III,3.8,1,1,4982,44,44,,,
HD 31253 b,Confirmed,0.5,0.07,0.07,0.5,0.07,0.07,,,,466,3,3,1.26,0.006,0.006,0.3,0.2,0.2,,,,0.023411,2010,2010-11-19,244,23,23,10660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 31253,73.6833333,12.3522222,7.13,,,,,53.82,3.45,3.45,0.16,,,1.23,0.05,0.05,1.71,,,F8,3,,,5960,,,,,
HD 31527 b,Confirmed,0.0363,0.0025,0.0025,0.0363,0.0025,0.0025,,,,16.546,0.0074,0.0074,0.1253,0.002,0.002,0.13,0.05,0.05,,,,0.003246,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 31527 c,Confirmed,0.0498,0.00345,0.00345,0.0498,0.00345,0.00345,,,,51.284,0.0848,0.0848,0.2665,0.0044,0.0044,0.11,0.07,0.07,,,,0.006904,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 31527 d,Confirmed,0.0519,0.0257,0.0257,0.0519,0.0257,0.0257,,,,274.49,7.8133,7.8133,0.8181,0.0203,0.0203,0.38,0.25,0.25,,,,0.021194,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 3167 d,Confirmed,0.0217,0.0022,0.0022,0.0217,0.0022,0.0022,,,,8.492,0.024,0.023,0.07757,0.00027,0.00027,0.36,0.36,0,,,,,2017,2017-06-28,176,80,80,,,,2457806.1,0.5,0.5,,,,,,,,,,,,,,,,2.39,0.24,0.24,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 3167,8.7396666858,4.3814722414,8.94,,,,,45.8,2.2,2.2,0,0.08,0.08,0.88,0.033,0.033,,,,G,0.83,0.028,0.028,5367,50,50,,,"HIP 2736, EPIC 220383386"
HD 32518 b,Confirmed,3.04,0.69,0.69,3.04,0.69,0.69,,,,157.54,0.38,0.38,0.59,0.03,0.03,0.01,0.03,0.03,,,,0.005026,2009,2009-08-13,306.11,126.71,126.71,2452950.29,13.66,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 32518,77.4041667,69.6394444,6.44,,,,,117.4,10.7,10.7,-0.15,0.04,0.04,1.13,0.18,0.18,10.22,0.87,0.87,K1III,5.83,2.58,2.58,4580,70,70,,,
HD 32963 b,Confirmed,0.7,0.03,0.03,0.7,0.03,0.03,,,,2372,26,26,3.41,0.02,0.02,0.07,0.04,0.04,,,,,2015,2015-12-02,107,35,35,2450532,324,324,,,,,,,,,,,,,,,,,,,11.1,0.4,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 32963,76.983333352,26.328055571,7.6,,,,,,,,0.11,0.05,0.05,0.94,,,,,,G5IV,4.99,3.6,6.7,5727,32,32,,,
HD 330075 b,Confirmed,0.62,,,0.62,,,1.06,,,3.6413,0.00187,0.00187,0.039,,,0.0187,0.0684,0.0187,,,,0.000777,2004,2015-02-25,38.2,91.2,91.2,2452968.399,,,,,,,,,,,,,,,,,,2452878.815,0.003,0.003,97.84,8.79,8.79,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 330075,237.4041667,-49.9633333,9.36,,,,,50.2,,,0.03,,,0.95,,,,,,G5,6.21,,,6295,,,,,
HD 33142 b,Confirmed,1.3,0.1,0.1,1.3,0.1,0.1,,,,326.6,3.9,3.9,1.06,0.03,0.03,0.22,inf,nan,,,,0.008413,2011,2011-09-02,138,60,60,2455324,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 33142,76.9,-13.9863889,8.13,,,,,126,11,11,0.05,0.03,0.03,1.48,0.1,0.1,4.2,0.1,0.1,K0III,3,0.4,0.4,5052,44,44,,,
HD 33283 b,Confirmed,0.33,,,0.33,,,0.99,,,18.1801,0.008,0.008,0.168,,,0.458,0.0656,0.0569,,,,0.001953,2006,2015-02-16,156,9.6,9.6,2453560,0.3,0.3,,,,,,,,,,,,,,,,,,,24.48,2.41,2.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 33283,77.0041667,-26.7972222,8.05,,,,,86,,,0.366,0.05,0.05,1.24,0.1,0.1,1.2,0.1,0.1,G3V,3.2,2.3,2.3,5995,50,50,,,
HD 33564 b,Confirmed,9.1,,,9.1,,,,,,388,3,3,1.1,,,0.34,0.02,0.02,,,,0.052431,2005,2010-12-23,205,4,4,52603,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 33564,80.6375,79.2311111,5.08,,,,,20.98,0.2,0.2,-0.12,,,1.25,0.04,0.04,1.1,,,F6 V,3,0.3,0.3,6250,,,,,
HD 33844 b,Confirmed,1.96,0.12,0.12,1.96,0.12,0.12,,,,551.4,7.8,7.8,1.6,0.02,0.02,0.15,0.07,0.07,,,,,2013,2015-12-24,211,28,28,,,,,,,,,,,,,,,,,,,,,,33.5,2,2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 33844,78.150000012,-13.048888869,,,,,,100.9,,,,,,1.75,,,,,,,2.1,0.3,0.3,4827,,,,,
HD 33844 c,Confirmed,1.75,0.18,0.18,1.75,0.18,0.18,,,,916,29.5,29.5,2.24,0.05,0.05,0.13,0.1,0.1,,,,,2015,2015-12-24,71,67,67,,,,,,,,,,,,,,,,,,,,,,25.4,2.9,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 33844,78.150000012,-13.048888869,,,,,,100.9,,,,,,1.75,,,,,,,2.1,0.3,0.3,4827,,,,,
HD 34445 b,Confirmed,0.79,0.07,0.07,0.79,0.07,0.07,,,,1049,11,11,2.07,0.02,0.02,0.27,0.07,0.07,,,,0.044516,2004,2014-08-30,104,19,19,2453781,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0,8.5,2,2,5836,44,44,,,
HD 35759 b,Confirmed,3.76,0.17,0.17,3.76,0.17,0.17,,,,82.467,0.019,0.019,0.389,0.09,0.09,0.389,0.006,0.006,,,,,2016,2016-02-17,256,1.3,1.3,2456469.72,0.24,0.24,,,,,,,,,,,,,,,,,,,173.9,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 35759,82.887500011,64.282777796,7.74,,,,,72.5,4,4,0.04,0.02,0.02,1.15,0.08,0.08,,,,G0,,,,6060,30,30,,,
HD 3651 b,Confirmed,0.231,0.00972,0.291,0.229,0.008,0.008,,,,62.218,0.015,0.015,0.295,0.003,0.003,0.596,0.036,0.036,83,56,56,0.025818,2003,2016-02-01,242.5,4.5,4.5,2453932.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 3651,9.8375,21.2502778,5.8,,,,,11,,,0.05,0.05,0.05,0.79,,,0.947,0.032,0.032,K0 V,5.13,,,5173,,,,,
HD 3651 c,Confirmed,0.09,0.03,0.03,0.09,0.03,0.03,,,,31,0.02,0.02,0.186,0.002,0.002,0.04,0.2,0.2,,,,,2013,2013-07-04,55,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 3651,9.8375,21.2502778,5.8,,,,,11,,,0.05,0.05,0.05,0.79,,,0.947,0.032,0.032,K0 V,5.13,,,5173,,,,,
HD 37124 b,Confirmed,0.675,0.017,0.017,0.675,0.017,0.017,,,,154.378,0.028,0.028,0.53364,0.0002,0.0002,0.054,0.03,0.03,,,,0.016171,1999,2013-05-20,130,,,2450305,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610,70,70,,,
HD 37124 c,Confirmed,0.652,0.052,0.052,0.652,0.052,0.052,,,,885.5,5.1,5.1,1.71,0.0065,0.0065,0.125,0.055,0.055,,,,0.051818,2005,2013-05-20,53,17,17,2449534,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610,70,70,,,
HD 37124 d,Confirmed,0.696,0.059,0.059,0.696,0.059,0.059,,,,1862,38,38,2.807,0.038,0.038,0.16,0.14,0.14,,,,0.085061,2003,2013-05-20,360,,,2448558,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610,70,70,,,
HD 37605 b,Confirmed,2.813,0.032,0.032,2.813,0.032,0.032,,,,55.01307,0.00063,0.00063,0.2837,0.0016,0.0016,0.6767,0.0019,0.0019,,,,0.006613,2004,2012-10-29,220.86,0.27,0.27,2453378.241,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37605,85.0041667,6.0605556,8.66,,,,,44,2.1,2.1,0.34,0.03,0.03,1,0.05,0.05,0.9,0.045,0.045,K0V,7,,,5448,44,44,,,
HD 37605 c,Confirmed,3.366,0.072,0.072,3.366,0.072,0.072,,,,2720,57,57,3.814,0.058,0.058,0.013,0.015,0.015,,,,,2012,2012-10-29,221,78,78,2454838,581,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37605,85.0041667,6.0605556,8.66,,,,,44,2.1,2.1,0.34,0.03,0.03,1,0.05,0.05,0.9,0.045,0.045,K0V,7,,,5448,44,44,,,
HD 38283 b,Confirmed,0.34,0.02,0.02,0.34,0.02,0.02,,,,363.2,1.6,1.6,1.02,0.07,0.07,0.41,0.16,0.16,,,,0.027056,2011,2011-04-13,,,,2450802.6,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 38283,84.2583333,-73.6994444,6.7,,,,,37.7,0.9,0.9,-0.24,0.07,0.07,1.085,0.02,0.02,,,,F9.5V,5.4,1.5,1.5,5945,100,100,,,
HD 38529 b,Confirmed,0.93,0.11,0.21,0.78,,,,,,14.3104,0.0002,0.0002,0.131,0.0015,0.0015,0.248,0.007,0.007,57,14,14,0.003335,2000,2011-05-11,95.9,1.7,1.7,50020.19,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 38529,86.6416667,1.1680556,5.94,,,,,39.28,0.4,0.4,0.27,0.05,0.05,1.48,0.05,0.05,2.44,0.22,0.22,G4 IV,3.28,0.3,0.3,5697,,,IR Excess,,
HD 38529 c,Confirmed,23.7,3.11,4.07,17.7,1.4,1.7,,,,2134.76,0.4,0.4,3.695,0.043,0.043,0.36,0.003,0.003,48.3,4,4,0.094068,2002,2014-05-26,22.52,0.7,0.7,48002,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 38529,86.6416667,1.1680556,5.94,,,,,39.28,0.4,0.4,0.27,0.05,0.05,1.48,0.05,0.05,2.44,0.22,0.22,G4 IV,3.28,0.3,0.3,5697,,,IR Excess,,
